"X00Ip5_allele1","X00M_410_allele1","CBS.678.85_allele1","Ipom_1.2_allele1","Ipom_2.4_allele1","P3001_allele1","PIC97136_allele1","PIC97146_allele1","PIC97335_allele1","PIC97442_allele1","PIC97750_allele1","PIC97785_allele1","PIC99114_allele1","PIC99167_allele1","Pipo5_allele1","Pmir5_allele1"
"PITG_00378",2,4,3,4,5,2,2,2,3,3,3,2,3,4,3,2
"PITG_00379",2,4,3,4,5,2,2,2,3,3,3,2,3,4,3,2
"PITG_00380",2,4,3,4,5,2,2,2,3,3,3,2,3,4,3,2
"PITG_00381",2,4,3,4,5,2,2,2,3,3,3,2,3,4,3,2
"PITG_00382",2,4,3,4,5,2,2,2,3,3,3,2,3,4,3,2
"PITG_00383",2,4,3,4,5,2,2,2,3,3,3,2,3,4,3,2
"PITG_00384",2,4,3,4,5,2,2,2,3,3,3,2,3,4,3,2
"PITG_00385",2,4,3,4,5,2,2,2,3,3,3,2,3,4,3,2
"PITG_00386",2,4,3,4,5,2,2,2,3,3,3,2,3,4,3,2
"PITG_00388",2,4,3,4,5,2,2,2,3,3,3,2,3,4,3,2
"PITG_00389",2,4,3,4,5,2,2,2,3,3,3,2,3,4,3,2
"PITG_00390",2,4,3,4,5,2,2,2,3,3,3,2,3,4,3,2
"PITG_00391",2,4,3,4,5,2,2,2,3,3,3,2,3,4,3,2
"PITG_00392",2,4,3,4,5,2,2,2,3,3,3,2,3,4,3,2
"PITG_00393",2,4,3,4,5,2,2,2,3,3,3,2,3,4,3,2
"PITG_00394",2,4,3,4,5,2,2,2,3,3,3,2,3,4,3,2
"PITG_00395",2,4,3,4,5,2,2,2,3,3,3,2,3,4,3,2
"PITG_00396",2,4,3,4,5,2,2,2,3,3,3,2,3,4,3,2
"PITG_00397",2,4,3,4,5,2,2,2,3,3,3,2,3,4,3,2
"PITG_00398",2,4,3,4,5,2,2,2,3,3,3,2,3,4,3,2
"PITG_00399",2,4,3,4,5,2,2,2,3,3,3,2,3,4,3,2
"PITG_00400",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"PITG_00401",2,4,4,2,3,2,2,2,2,2,2,2,3,2,3,2
"PITG_00402",2,4,4,2,3,2,2,2,2,2,2,2,3,2,3,2
"PITG_00403",2,4,4,2,3,2,2,2,2,2,2,2,3,2,3,2
"PITG_00404",2,4,4,2,3,2,2,2,2,2,2,2,3,2,3,2
"PITG_00405",2,4,4,2,3,2,2,2,2,2,2,2,3,2,3,2
"PITG_00406",2,4,4,2,3,2,2,2,2,2,2,2,3,2,3,2
"PITG_00407",2,4,4,2,3,2,2,2,2,2,2,2,3,2,3,2
"PITG_00408",2,4,4,2,3,2,2,2,2,2,2,2,3,2,3,2
"PITG_00409",2,4,4,2,3,2,2,2,2,2,2,2,3,2,3,2
"PITG_00410",2,4,4,2,3,2,2,2,2,2,2,2,3,2,3,2
"PITG_00411",2,4,4,2,3,2,2,2,2,2,2,2,3,2,3,2
"PITG_00412",2,4,4,2,3,2,2,2,2,2,2,2,3,2,3,2
"PITG_00413",2,4,4,2,3,2,2,2,2,2,2,2,3,2,3,2
"PITG_00414",2,4,4,2,3,2,2,2,2,2,2,2,3,2,3,2
"PITG_00415",2,4,4,2,3,2,2,2,2,2,2,2,3,2,3,2
"PITG_00416",2,4,4,2,3,2,2,2,2,2,2,2,3,2,3,2
"PITG_00417",2,4,4,2,3,2,2,2,2,2,2,2,3,2,3,2
"PITG_00418",2,4,4,2,3,2,2,2,2,2,2,2,3,2,3,2
"PITG_00419",2,4,4,2,3,2,2,2,2,2,2,2,3,2,3,2
"PITG_00420",2,4,4,2,3,2,2,2,2,2,2,2,3,2,3,2
"PITG_00421",2,4,4,2,3,2,2,2,2,2,2,2,3,2,3,2
"PITG_00422",2,4,4,2,3,2,2,2,2,2,2,2,3,2,3,2
"PITG_00423",2,4,4,2,3,2,2,2,2,2,2,2,3,2,3,2
"PITG_00424",2,4,4,2,3,2,2,2,2,2,2,2,3,2,3,2
"PITG_00425",2,4,4,2,3,2,2,2,2,2,2,2,3,2,3,2
"PITG_00426",2,4,4,2,3,2,2,2,2,2,2,2,3,2,3,2
"PITG_00427",2,4,4,2,3,2,2,2,2,2,2,2,3,2,3,2
"PITG_00430",2,4,4,2,3,2,2,2,2,2,2,2,3,2,3,2
"PITG_00431",2,4,4,2,3,2,2,2,2,2,2,2,3,2,3,2
"PITG_00432",2,4,4,2,3,2,2,2,2,2,2,2,3,2,3,2
"PITG_00433",2,4,4,2,3,2,2,2,2,2,2,2,3,2,3,2
"PITG_00436",2,4,4,2,3,2,2,2,2,2,2,2,3,2,3,2
"PITG_00437",2,4,4,2,3,2,2,2,2,2,2,2,3,2,3,2
"PITG_00438",2,4,4,2,3,2,2,2,2,2,2,2,3,2,3,2
"PITG_00439",2,4,4,2,3,2,2,2,2,2,2,2,3,2,3,2
"PITG_00440",2,4,4,2,3,2,2,2,2,2,2,2,3,2,3,2
"PITG_00441",2,4,4,2,3,2,2,2,2,2,2,2,3,2,3,2
"PITG_00442",2,4,4,2,3,2,2,2,2,2,2,2,3,2,3,2
"PITG_00443",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"PITG_00444",5,4,4,4,3,3,3,2,2,2,2,3,3,4,5,2
"PITG_00445",5,4,4,4,3,3,3,2,2,2,2,3,3,4,5,2
"PITG_00446",5,4,4,4,3,3,3,2,2,2,2,3,3,4,5,2
"PITG_00447",5,4,4,4,3,3,3,2,2,2,2,3,3,4,5,2
"PITG_00448",5,4,4,4,3,3,3,2,2,2,2,3,3,4,5,2
"PITG_00449",5,4,4,4,3,3,3,2,2,2,2,3,3,4,5,2
"PITG_00450",5,4,4,4,3,3,3,2,2,2,2,3,3,4,5,2
"PITG_00451",5,4,4,4,3,3,3,2,2,2,2,3,3,4,5,2
"PITG_00452",5,4,4,4,3,3,3,2,2,2,2,3,3,4,5,2
"PITG_00453",5,4,4,4,3,3,3,2,2,2,2,3,3,4,5,2
"PITG_00454",5,4,4,4,3,3,3,2,2,2,2,3,3,4,5,2
"PITG_00455",5,4,4,4,3,3,3,2,2,2,2,3,3,4,5,2
"PITG_00456",5,4,4,4,3,3,3,2,2,2,2,3,3,4,5,2
"PITG_00457",5,4,4,4,3,3,3,2,2,2,2,3,3,4,5,2
"PITG_00458",5,4,4,4,3,3,3,2,2,2,2,3,3,4,5,2
"PITG_00459",5,4,4,4,3,3,3,2,2,2,2,3,3,4,5,2
"PITG_00460",5,4,4,4,3,3,3,2,2,2,2,3,3,4,5,2
"PITG_00461",5,4,4,4,3,3,3,2,2,2,2,3,3,4,5,2
"PITG_00462",5,4,4,4,3,3,3,2,2,2,2,3,3,4,5,2
"PITG_00463",5,4,4,4,3,3,3,2,2,2,2,3,3,4,5,2
"PITG_00464",5,4,4,4,3,3,3,2,2,2,2,3,3,4,5,2
"PITG_00465",5,4,4,4,3,3,3,2,2,2,2,3,3,4,5,2
"PITG_00466",5,4,4,4,3,3,3,2,2,2,2,3,3,4,5,2
"PITG_00467",5,4,4,4,3,3,3,2,2,2,2,3,3,4,5,2
"PITG_00468",5,4,4,4,3,3,3,2,2,2,2,3,3,4,5,2
"PITG_00469",5,4,4,4,3,3,3,2,2,2,2,3,3,4,5,2
"PITG_00470",5,4,4,4,3,3,3,2,2,2,2,3,3,4,5,2
"PITG_00471",5,4,4,4,3,3,3,2,2,2,2,3,3,4,5,2
"PITG_00472",5,4,4,4,3,3,3,2,2,2,2,3,3,4,5,2
"PITG_00473",5,4,4,4,3,3,3,2,2,2,2,3,3,4,5,2
"PITG_00474",5,4,4,4,3,3,3,2,2,2,2,3,3,4,5,2
"PITG_00475",5,4,4,4,3,3,3,2,2,2,2,3,3,4,5,2
"PITG_00476",5,4,4,4,3,3,3,2,2,2,2,3,3,4,5,2
"PITG_00477",5,4,4,4,3,3,3,2,2,2,2,3,3,4,5,2
"PITG_00478",5,4,4,4,3,3,3,2,2,2,2,3,3,4,5,2
"PITG_00479",5,4,4,4,3,3,3,2,2,2,2,3,3,4,5,2
"PITG_00480",5,4,4,4,3,3,3,2,2,2,2,3,3,4,5,2
"PITG_00481",5,4,4,4,3,3,3,2,2,2,2,3,3,4,5,2
"PITG_00482",5,4,4,4,3,3,3,2,2,2,2,3,3,4,5,2
"PITG_00483",5,4,4,4,3,3,3,2,2,2,2,3,3,4,5,2
"PITG_00484",5,4,4,4,3,3,3,2,2,2,2,3,3,4,5,2
"PITG_00485",5,4,4,4,3,3,3,2,2,2,2,3,3,4,5,2
"PITG_00486",5,4,4,4,3,3,3,2,2,2,2,3,3,4,5,2
"PITG_00488",5,4,4,4,3,3,3,2,2,2,2,3,3,4,5,2
"PITG_00489",5,4,4,4,3,3,3,2,2,2,2,3,3,4,5,2
"PITG_00490",5,4,4,4,3,3,3,2,2,2,2,3,3,4,5,2
"PITG_00491",5,4,4,4,3,3,3,2,2,2,2,3,3,4,5,2
"PITG_00492",5,4,4,4,3,3,3,2,2,2,2,3,3,4,5,2
"PITG_00493",5,4,4,4,3,3,3,2,2,2,2,3,3,4,5,2
"PITG_00494",5,4,4,4,3,3,3,2,2,2,2,3,3,4,5,2
"PITG_00495",5,4,4,4,3,3,3,2,2,2,2,3,3,4,5,2
"PITG_00496",5,4,4,4,3,3,3,2,2,2,2,3,3,4,5,2
"PITG_00499",3,5,2,2,2,2,2,2,3,3,3,3,3,3,3,2
"PITG_00500",3,5,2,2,2,2,2,2,3,3,3,3,3,3,3,2
"PITG_00501",3,5,2,2,2,2,2,2,3,3,3,3,3,3,3,2
"PITG_00502",3,5,2,2,2,2,2,2,3,3,3,3,3,3,3,2
"PITG_00503",3,5,2,2,2,2,2,2,3,3,3,3,3,3,3,2
"PITG_00504",3,5,2,2,2,2,2,2,3,3,3,3,3,3,3,2
"PITG_00505",3,5,2,2,2,2,2,2,3,3,3,3,3,3,3,2
"PITG_00506",3,5,2,2,2,2,2,2,3,3,3,3,3,3,3,2
"PITG_00507",3,5,2,2,2,2,2,2,3,3,3,3,3,3,3,2
"PITG_00508",3,5,2,2,2,2,2,2,3,3,3,3,3,3,3,2
"PITG_00509",3,5,2,2,2,2,2,2,3,3,3,3,3,3,3,2
"PITG_00510",3,5,2,2,2,2,2,2,3,3,3,3,3,3,3,2
"PITG_00513",3,5,2,2,2,2,2,2,3,3,3,3,3,3,3,2
"PITG_00514",3,5,2,2,2,2,2,2,3,3,3,3,3,3,3,2
"PITG_00515",3,5,2,2,2,2,2,2,3,3,3,3,3,3,3,2
"PITG_00516",3,5,2,2,2,2,2,2,3,3,3,3,3,3,3,2
"PITG_00517",3,5,2,2,2,2,2,2,3,3,3,3,3,3,3,2
"PITG_00518",3,5,2,2,2,2,2,2,3,3,3,3,3,3,3,2
"PITG_00522",3,5,2,2,2,2,2,2,3,3,3,3,3,3,3,2
"PITG_00523",3,5,2,2,2,2,2,2,3,3,3,3,3,3,3,2
"PITG_00524",3,5,2,2,2,2,2,2,3,3,3,3,3,3,3,2
"PITG_00525",3,5,2,2,2,2,2,2,3,3,3,3,3,3,3,2
"PITG_00526",3,5,2,2,2,2,2,2,3,3,3,3,3,3,3,2
"PITG_00527",3,5,2,2,2,2,2,2,3,3,3,3,3,3,3,2
"PITG_00528",3,5,2,2,2,2,2,2,3,3,3,3,3,3,3,2
"PITG_00529",3,5,2,2,2,2,2,2,3,3,3,3,3,3,3,2
"PITG_00530",3,5,2,2,2,2,2,2,3,3,3,3,3,3,3,2
"PITG_00531",3,5,2,2,2,2,2,2,3,3,3,3,3,3,3,2
"PITG_00532",3,4,5,3,5,2,2,2,2,2,2,2,3,5,3,2
"PITG_00533",3,4,5,3,5,2,2,2,2,2,2,2,3,5,3,2
"PITG_00535",3,4,5,3,5,2,2,2,2,2,2,2,3,5,3,2
"PITG_00536",3,4,5,3,5,2,2,2,2,2,2,2,3,5,3,2
"PITG_00537",3,4,5,3,5,2,2,2,2,2,2,2,3,5,3,2
"PITG_00538",3,4,5,3,5,2,2,2,2,2,2,2,3,5,3,2
"PITG_00539",3,4,5,3,5,2,2,2,2,2,2,2,3,5,3,2
"PITG_00540",3,4,5,3,5,2,2,2,2,2,2,2,3,5,3,2
"PITG_00542",3,4,5,3,5,2,2,2,2,2,2,2,3,5,3,2
"PITG_00543",3,4,5,3,5,2,2,2,2,2,2,2,3,5,3,2
"PITG_00544",3,4,5,3,5,2,2,2,2,2,2,2,3,5,3,2
"PITG_00545",3,4,5,3,5,2,2,2,2,2,2,2,3,5,3,2
"PITG_00546",3,4,5,3,5,2,2,2,2,2,2,2,3,5,3,2
"PITG_00547",3,4,5,3,5,2,2,2,2,2,2,2,3,5,3,2
"PITG_00550",3,4,5,3,5,2,2,2,2,2,2,2,3,5,3,2
"PITG_00551",3,4,5,3,5,2,2,2,2,2,2,2,3,5,3,2
"PITG_00552",3,4,5,3,5,2,2,2,2,2,2,2,3,5,3,2
"PITG_00553",3,4,5,3,5,2,2,2,2,2,2,2,3,5,3,2
"PITG_00554",3,4,5,3,5,2,2,2,2,2,2,2,3,5,3,2
"PITG_00555",3,4,5,3,5,2,2,2,2,2,2,2,3,5,3,2
"PITG_00556",3,4,5,3,5,2,2,2,2,2,2,2,3,5,3,2
"PITG_00557",3,4,5,3,5,2,2,2,2,2,2,2,3,5,3,2
"PITG_00558",3,4,5,3,5,2,2,2,2,2,2,2,3,5,3,2
"PITG_00559",3,4,5,3,5,2,2,2,2,2,2,2,3,5,3,2
"PITG_00560",3,4,5,3,5,2,2,2,2,2,2,2,3,5,3,2
"PITG_00561",3,4,5,3,5,2,2,2,2,2,2,2,3,5,3,2
"PITG_00562",3,4,5,3,5,2,2,2,2,2,2,2,3,5,3,2
"PITG_00563",3,4,5,3,5,2,2,2,2,2,2,2,3,5,3,2
"PITG_00564",3,4,5,3,5,2,2,2,2,2,2,2,3,5,3,2
"PITG_00565",3,4,5,3,5,2,2,2,2,2,2,2,3,5,3,2
"PITG_00566",3,4,5,3,5,2,2,2,2,2,2,2,3,5,3,2
"PITG_00567",3,4,5,3,5,2,2,2,2,2,2,2,3,5,3,2
"PITG_00568",3,4,5,3,5,2,2,2,2,2,2,2,3,5,3,2
"PITG_00569",3,4,5,3,5,2,2,2,2,2,2,2,3,5,3,2
"PITG_00570",3,4,5,3,5,2,2,2,2,2,2,2,3,5,3,2
"PITG_00571",3,4,5,3,5,2,2,2,2,2,2,2,3,5,3,2
"PITG_00572",3,4,5,3,5,2,2,2,2,2,2,2,3,5,3,2
"PITG_00573",3,4,5,3,5,2,2,2,2,2,2,2,3,5,3,2
"PITG_00574",3,4,5,3,5,2,2,2,2,2,2,2,3,5,3,2
"PITG_00575",3,4,5,3,5,2,2,2,2,2,2,2,3,5,3,2
"PITG_00576",3,4,5,3,5,2,2,2,2,2,2,2,3,5,3,2
"PITG_00577",3,4,5,3,5,2,2,2,2,2,2,2,3,5,3,2
"PITG_00578",3,4,5,3,5,2,2,2,2,2,2,2,3,5,3,2
"PITG_00579",3,4,5,3,5,2,2,2,2,2,2,2,3,5,3,2
"PITG_00580",3,4,5,3,5,2,2,2,2,2,2,2,3,5,3,2
"PITG_00581",3,4,5,3,5,2,2,2,2,2,2,2,3,5,3,2
"PITG_00582",3,3,2,3,3,3,3,3,3,2,2,2,3,3,3,2
"PITG_00584",3,3,2,3,3,3,3,3,3,2,2,2,3,3,3,2
"PITG_00585",3,3,2,3,3,3,3,3,3,2,2,2,3,3,3,2
"PITG_00586",3,3,2,3,3,3,3,3,3,2,2,2,3,3,3,2
"PITG_00587",3,3,2,3,3,3,3,3,3,2,2,2,3,3,3,2
"PITG_00588",3,3,2,3,3,3,3,3,3,2,2,2,3,3,3,2
"PITG_00589",3,3,2,3,3,3,3,3,3,2,2,2,3,3,3,2
"PITG_00590",3,3,2,3,3,3,3,3,3,2,2,2,3,3,3,2
"PITG_00591",3,3,2,3,3,3,3,3,3,2,2,2,3,3,3,2
"PITG_00592",3,3,2,3,3,3,3,3,3,2,2,2,3,3,3,2
"PITG_00593",3,3,2,3,3,3,3,3,3,2,2,2,3,3,3,2
"PITG_00594",3,3,2,3,3,3,3,3,3,2,2,2,3,3,3,2
"PITG_00595",3,3,2,3,3,3,3,3,3,2,2,2,3,3,3,2
"PITG_00596",3,3,2,3,3,3,3,3,3,2,2,2,3,3,3,2
"PITG_00597",3,3,2,3,3,3,3,3,3,2,2,2,3,3,3,2
"PITG_00598",3,3,2,3,3,3,3,3,3,2,2,2,3,3,3,2
"PITG_00601",3,3,2,3,3,3,3,3,3,2,2,2,3,3,3,2
"PITG_00603",3,3,2,3,3,3,3,3,3,2,2,2,3,3,3,2
"PITG_00605",3,3,2,3,3,3,3,3,3,2,2,2,3,3,3,2
"PITG_00607",4,4,4,4,4,3,3,3,2,2,2,2,3,4,3,2
"PITG_00608",4,4,4,4,4,3,3,3,2,2,2,2,3,4,3,2
"PITG_00611",4,4,4,4,4,3,3,3,2,2,2,2,3,4,3,2
"PITG_00612",4,4,4,4,4,3,3,3,2,2,2,2,3,4,3,2
"PITG_00613",4,4,4,4,4,3,3,3,2,2,2,2,3,4,3,2
"PITG_00614",4,4,4,4,4,3,3,3,2,2,2,2,3,4,3,2
"PITG_00615",4,4,4,4,4,3,3,3,2,2,2,2,3,4,3,2
"PITG_00616",4,4,4,4,4,3,3,3,2,2,2,2,3,4,3,2
"PITG_00617",4,4,4,4,4,3,3,3,2,2,2,2,3,4,3,2
"PITG_00618",4,4,4,4,4,3,3,3,2,2,2,2,3,4,3,2
"PITG_00619",4,4,4,4,4,3,3,3,2,2,2,2,3,4,3,2
"PITG_00620",4,4,4,4,4,3,3,3,2,2,2,2,3,4,3,2
"PITG_00621",4,4,4,4,4,3,3,3,2,2,2,2,3,4,3,2
"PITG_00622",4,4,4,4,4,3,3,3,2,2,2,2,3,4,3,2
"PITG_00623",4,4,4,4,4,3,3,3,2,2,2,2,3,4,3,2
"PITG_00624",4,4,4,4,4,3,3,3,2,2,2,2,3,4,3,2
"PITG_00625",4,4,4,4,4,3,3,3,2,2,2,2,3,4,3,2
"PITG_00626",4,4,4,4,4,3,3,3,2,2,2,2,3,4,3,2
"PITG_00627",4,4,4,4,4,3,3,3,2,2,2,2,3,4,3,2
"PITG_00628",4,4,4,4,4,3,3,3,2,2,2,2,3,4,3,2
"PITG_00629",4,4,4,4,4,3,3,3,2,2,2,2,3,4,3,2
"PITG_00630",4,4,4,4,4,3,3,3,2,2,2,2,3,4,3,2
"PITG_00631",4,4,4,4,4,3,3,3,2,2,2,2,3,4,3,2
"PITG_00632",4,4,4,4,4,3,3,3,2,2,2,2,3,4,3,2
"PITG_00633",4,4,4,4,4,3,3,3,2,2,2,2,3,4,3,2
"PITG_00634",4,4,4,4,4,3,3,3,2,2,2,2,3,4,3,2
"PITG_00635",4,4,4,4,4,3,3,3,2,2,2,2,3,4,3,2
"PITG_00636",4,4,4,4,4,3,3,3,2,2,2,2,3,4,3,2
"PITG_00637",4,4,4,4,4,3,3,3,2,2,2,2,3,4,3,2
"PITG_00640",4,4,4,4,4,3,3,3,2,2,2,2,3,4,3,2
"PITG_00641",4,4,4,4,4,3,3,3,2,2,2,2,3,4,3,2
"PITG_00642",4,4,4,4,4,3,3,3,2,2,2,2,3,4,3,2
"PITG_00643",4,4,4,4,4,3,3,3,2,2,2,2,3,4,3,2
"PITG_00644",4,4,4,4,4,3,3,3,2,2,2,2,3,4,3,2
"PITG_00645",4,4,4,4,4,3,3,3,2,2,2,2,3,4,3,2
"PITG_00646",4,4,4,4,4,3,3,3,2,2,2,2,3,4,3,2
"PITG_00647",4,4,4,4,4,3,3,3,2,2,2,2,3,4,3,2
"PITG_00648",4,4,4,4,4,3,3,3,2,2,2,2,3,4,3,2
"PITG_00649",4,4,4,4,4,3,3,3,2,2,2,2,3,4,3,2
"PITG_00651",4,5,5,4,4,3,2,3,3,2,2,2,5,4,4,2
"PITG_00652",4,5,5,4,4,3,2,3,3,2,2,2,5,4,4,2
"PITG_00653",4,5,5,4,4,3,2,3,3,2,2,2,5,4,4,2
"PITG_00654",4,5,5,4,4,3,2,3,3,2,2,2,5,4,4,2
"PITG_00655",4,5,5,4,4,3,2,3,3,2,2,2,5,4,4,2
"PITG_00656",4,5,5,4,4,3,2,3,3,2,2,2,5,4,4,2
"PITG_00657",4,5,5,4,4,3,2,3,3,2,2,2,5,4,4,2
"PITG_00658",4,5,5,4,4,3,2,3,3,2,2,2,5,4,4,2
"PITG_00659",4,5,5,4,4,3,2,3,3,2,2,2,5,4,4,2
"PITG_00660",4,5,5,4,4,3,2,3,3,2,2,2,5,4,4,2
"PITG_00661",4,5,5,4,4,3,2,3,3,2,2,2,5,4,4,2
"PITG_00662",4,5,5,4,4,3,2,3,3,2,2,2,5,4,4,2
"PITG_00663",4,5,5,4,4,3,2,3,3,2,2,2,5,4,4,2
"PITG_00664",4,5,5,4,4,3,2,3,3,2,2,2,5,4,4,2
"PITG_00665",4,5,5,4,4,3,2,3,3,2,2,2,5,4,4,2
"PITG_00666",4,5,5,4,4,3,2,3,3,2,2,2,5,4,4,2
"PITG_00668",4,5,5,4,4,3,2,3,3,2,2,2,5,4,4,2
"PITG_00669",4,5,5,4,4,3,2,3,3,2,2,2,5,4,4,2
"PITG_00670",4,5,5,4,4,3,2,3,3,2,2,2,5,4,4,2
"PITG_00671",4,5,5,4,4,3,2,3,3,2,2,2,5,4,4,2
"PITG_00672",4,5,5,4,4,3,2,3,3,2,2,2,5,4,4,2
"PITG_00673",4,5,5,4,4,3,2,3,3,2,2,2,5,4,4,2
"PITG_00674",4,5,5,4,4,3,2,3,3,2,2,2,5,4,4,2
"PITG_00675",4,5,5,4,4,3,2,3,3,2,2,2,5,4,4,2
"PITG_00676",4,5,5,4,4,3,2,3,3,2,2,2,5,4,4,2
"PITG_00679",4,5,5,4,4,3,2,3,3,2,2,2,5,4,4,2
"PITG_00680",4,4,4,3,3,2,3,2,2,2,2,2,3,3,3,2
"PITG_00681",4,4,4,3,3,2,3,2,2,2,2,2,3,3,3,2
"PITG_00682",4,4,4,3,3,2,3,2,2,2,2,2,3,3,3,2
"PITG_00683",4,4,4,3,3,2,3,2,2,2,2,2,3,3,3,2
"PITG_00684",4,4,4,3,3,2,3,2,2,2,2,2,3,3,3,2
"PITG_00685",4,4,4,3,3,2,3,2,2,2,2,2,3,3,3,2
"PITG_00686",4,4,4,3,3,2,3,2,2,2,2,2,3,3,3,2
"PITG_00687",4,4,4,3,3,2,3,2,2,2,2,2,3,3,3,2
"PITG_00688",4,4,4,3,3,2,3,2,2,2,2,2,3,3,3,2
"PITG_00689",4,4,4,3,3,2,3,2,2,2,2,2,3,3,3,2
"PITG_00690",4,4,4,3,3,2,3,2,2,2,2,2,3,3,3,2
"PITG_00691",4,4,4,3,3,2,3,2,2,2,2,2,3,3,3,2
"PITG_00692",4,4,4,3,3,2,3,2,2,2,2,2,3,3,3,2
"PITG_00693",4,4,4,3,3,2,3,2,2,2,2,2,3,3,3,2
"PITG_00694",4,4,4,3,3,2,3,2,2,2,2,2,3,3,3,2
"PITG_00695",4,4,4,3,3,2,3,2,2,2,2,2,3,3,3,2
"PITG_00696",4,4,4,3,3,2,3,2,2,2,2,2,3,3,3,2
"PITG_00697",4,4,4,3,3,2,3,2,2,2,2,2,3,3,3,2
"PITG_00698",4,4,4,3,3,2,3,2,2,2,2,2,3,3,3,2
"PITG_00699",4,4,4,3,3,2,3,2,2,2,2,2,3,3,3,2
"PITG_00700",4,4,4,3,3,2,3,2,2,2,2,2,3,3,3,2
"PITG_00701",4,4,4,3,3,2,3,2,2,2,2,2,3,3,3,2
"PITG_00702",4,4,4,3,3,2,3,2,2,2,2,2,3,3,3,2
"PITG_00703",4,4,4,3,3,2,3,2,2,2,2,2,3,3,3,2
"PITG_00704",4,4,4,3,3,2,3,2,2,2,2,2,3,3,3,2
"PITG_00705",4,4,4,3,3,2,3,2,2,2,2,2,3,3,3,2
"PITG_00706",4,4,4,3,3,2,3,2,2,2,2,2,3,3,3,2
"PITG_00707",4,4,4,3,3,2,3,2,2,2,2,2,3,3,3,2
"PITG_00708",4,4,4,3,3,2,3,2,2,2,2,2,3,3,3,2
"PITG_00709",4,4,4,3,3,2,3,2,2,2,2,2,3,3,3,2
"PITG_00710",4,4,4,3,3,2,3,2,2,2,2,2,3,3,3,2
"PITG_00711",4,4,4,3,3,2,3,2,2,2,2,2,3,3,3,2
"PITG_00712",4,4,4,3,3,2,3,2,2,2,2,2,3,3,3,2
"PITG_00713",4,4,4,3,3,2,3,2,2,2,2,2,3,3,3,2
"PITG_00714",4,4,4,3,3,2,3,2,2,2,2,2,3,3,3,2
"PITG_00715",4,4,4,3,3,2,3,2,2,2,2,2,3,3,3,2
"PITG_00716",4,4,4,3,3,2,3,2,2,2,2,2,3,3,3,2
"PITG_00717",4,4,4,3,3,2,3,2,2,2,2,2,3,3,3,2
"PITG_00718",4,4,4,3,3,2,3,2,2,2,2,2,3,3,3,2
"PITG_00719",4,4,4,3,3,2,3,2,2,2,2,2,3,3,3,2
"PITG_00720",4,4,4,3,3,2,3,2,2,2,2,2,3,3,3,2
"PITG_00721",4,4,4,3,3,2,3,2,2,2,2,2,3,3,3,2
"PITG_00722",4,4,4,3,3,2,3,2,2,2,2,2,3,3,3,2
"PITG_00723",3,2,3,2,5,2,3,4,2,2,3,2,3,2,3,3
"PITG_00724",3,2,3,2,5,2,3,4,2,2,3,2,3,2,3,3
"PITG_00725",3,2,3,2,5,2,3,4,2,2,3,2,3,2,3,3
"PITG_00726",3,2,3,2,5,2,3,4,2,2,3,2,3,2,3,3
"PITG_00728",3,2,3,2,5,2,3,4,2,2,3,2,3,2,3,3
"PITG_00729",3,2,3,2,5,2,3,4,2,2,3,2,3,2,3,3
"PITG_00730",3,2,3,2,5,2,3,4,2,2,3,2,3,2,3,3
"PITG_00731",3,2,3,2,5,2,3,4,2,2,3,2,3,2,3,3
"PITG_00732",3,2,3,2,5,2,3,4,2,2,3,2,3,2,3,3
"PITG_00733",3,2,3,2,5,2,3,4,2,2,3,2,3,2,3,3
"PITG_00734",3,2,3,2,5,2,3,4,2,2,3,2,3,2,3,3
"PITG_00735",3,2,3,2,5,2,3,4,2,2,3,2,3,2,3,3
"PITG_00737",3,2,3,2,5,2,3,4,2,2,3,2,3,2,3,3
"PITG_00739",3,2,3,2,5,2,3,4,2,2,3,2,3,2,3,3
"PITG_00740",3,2,3,2,5,2,3,4,2,2,3,2,3,2,3,3
"PITG_00741",3,2,3,2,5,2,3,4,2,2,3,2,3,2,3,3
"PITG_00742",3,2,3,2,5,2,3,4,2,2,3,2,3,2,3,3
"PITG_00743",3,2,3,2,5,2,3,4,2,2,3,2,3,2,3,3
"PITG_00744",3,2,3,2,5,2,3,4,2,2,3,2,3,2,3,3
"PITG_00745",3,2,3,2,5,2,3,4,2,2,3,2,3,2,3,3
"PITG_00746",3,2,3,2,5,2,3,4,2,2,3,2,3,2,3,3
"PITG_00747",3,2,3,2,5,2,3,4,2,2,3,2,3,2,3,3
"PITG_00748",3,2,3,2,5,2,3,4,2,2,3,2,3,2,3,3
"PITG_00750",3,2,3,2,5,2,3,4,2,2,3,2,3,2,3,3
"PITG_00752",2,3,5,3,3,3,3,3,2,3,2,5,5,2,4,3
"PITG_00753",2,3,5,3,3,3,3,3,2,3,2,5,5,2,4,3
"PITG_00754",2,3,5,3,3,3,3,3,2,3,2,5,5,2,4,3
"PITG_00755",2,3,5,3,3,3,3,3,2,3,2,5,5,2,4,3
"PITG_00756",2,3,5,3,3,3,3,3,2,3,2,5,5,2,4,3
"PITG_00757",2,3,5,3,3,3,3,3,2,3,2,5,5,2,4,3
